10/9/12,18:46:21,20,0,D,M1,DIW
10/9/12,18:46:22,20,0,L,,DIW
10/9/12,18:47:20,20,0,D,M1,DIW
10/9/12,18:47:21,20,0,L,,DIW
10/9/12,18:48:26,20,0,D,M5,DIW
10/9/12,18:48:28,20,0,L,,DIW
10/9/12,18:48:28,20,0,L,,DIW
10/9/12,18:48:29,20,0,L,,DIW
10/9/12,18:48:29,20,0,L,,DIW
10/9/12,18:48:30,20,0,L,,DIW
10/9/12,18:49:07,20,0,D,M5,DIW
10/9/12,18:49:09,20,0,L,,DIW
10/9/12,18:49:09,20,0,L,,DIW
10/9/12,18:49:09,20,0,L,,DIW
10/9/12,18:49:10,20,0,L,,DIW
10/9/12,18:49:10,20,0,L,,DIW
10/9/12,18:53:55,20,33.33,D,M1,LNSW
10/9/12,18:53:56,20,33.33,L,,LNSW
10/9/12,18:55:00,20,33.33,D,M1,LNSW
10/9/12,18:55:02,20,33.33,L,,LNSW
10/9/12,18:55:11,20,33.33,D,M5,LNSW
10/9/12,18:55:12,20,33.33,L,,LNSW
10/9/12,18:55:13,20,33.33,L,,LNSW
10/9/12,18:55:13,20,33.33,L,,LNSW
10/9/12,18:55:14,20,33.33,L,,LNSW
10/9/12,18:55:14,20,33.33,L,,LNSW
10/9/12,18:55:59,20,33.33,D,M5,LNSW
10/9/12,18:56:00,20,33.33,L,,LNSW
10/9/12,18:56:01,20,33.33,L,,LNSW
10/9/12,18:56:01,20,33.33,L,,LNSW
10/9/12,18:56:02,20,33.33,L,,LNSW
10/9/12,18:56:02,20,33.33,L,,LNSW
10/9/12,19:01:09,24,33.33,D,M1,LNSW+NO3
10/9/12,19:01:10,24,33.33,L,,LNSW+NO3
10/9/12,19:02:06,24,33.33,D,M1,LNSW+NO3
10/9/12,19:02:08,24,33.33,L,,LNSW+NO3
10/9/12,19:02:48,24,33.33,D,M5,LNSW+NO3
10/9/12,19:02:49,24,33.33,L,,LNSW+NO3
10/9/12,19:02:50,24,33.33,L,,LNSW+NO3
10/9/12,19:02:50,24,33.33,L,,LNSW+NO3
10/9/12,19:02:51,24,33.33,L,,LNSW+NO3
10/9/12,19:02:51,24,33.33,L,,LNSW+NO3
10/9/12,19:06:04,24,33.33,D,M5,LNSW+NO3
10/9/12,19:06:06,24,33.33,L,,LNSW+NO3
10/9/12,19:06:06,24,33.33,L,,LNSW+NO3
10/9/12,19:06:07,24,33.33,L,,LNSW+NO3
10/9/12,19:06:07,24,33.33,L,,LNSW+NO3
10/9/12,19:06:07,24,33.33,L,,LNSW+NO3
10/9/12,19:10:24,20,0,D,M1,DIW
10/9/12,19:10:25,20,0,L,,DIW
10/9/12,19:14:11,20,0,D,M1,DIW
10/9/12,19:14:12,20,0,L,,DIW
10/9/12,19:16:34,20,0,D,M5,DIW
10/9/12,19:16:35,20,0,L,,DIW
10/9/12,19:16:36,20,0,L,,DIW
10/9/12,19:16:36,20,0,L,,DIW
10/9/12,19:16:37,20,0,L,,DIW
10/9/12,19:16:37,20,0,L,,DIW
10/9/12,19:18:42,20,0,D,M5,DIW
10/9/12,19:18:43,20,0,L,,DIW
10/9/12,19:18:44,20,0,L,,DIW
10/9/12,19:18:44,20,0,L,,DIW
10/9/12,19:18:45,20,0,L,,DIW
10/9/12,19:18:45,20,0,L,,DIW
